[0 0 0 0 0 0 1 0],0,12,3000,"[-0.35229492 -0.28051758 -0.10351562 ... -0.26416016 -0.10473633
 -0.00268555]"
[0 1 1 1 0 0 0 1],0,12,3000,"[-0.3737793  -0.25927734 -0.09057617 ... -0.30566406 -0.1340332
 -0.0222168 ]"
